CODMES_PLANIFICACION,FECDIA_TARGET,LLAMADAS_INGRESADAS_TARGET,CODMES_DATA_VARIABLES,LINEA,TRX_AGENTE,TRX_BCA_INTERNET,TRX_BCA_MOVIL,TRX_BCA_TELEFONO,TRX_CAJERO_AUTOMATICO,TRX_CAJERO_OTRAS_REDES,TRX_POS,TRX_APP_NEGOCIO,TRX_VENTANILLA,CLI_NORMAL_TOTAL_ODS,CLI_EXCL_TOTAL_ODS,CLI_SUPEREXCL_TOTAL_ODS,CLI_PEQYME_TOTAL_ODS,CLI_NO_BANCO_TOTAL_ODS,MAX_INGRESADAS_D_U1,MAX_INGRESADAS_D_U3,MAX_INGRESADAS_D_U6,MAX_INGRESADAS_U1,MAX_INGRESADAS_U3,MAX_INGRESADAS_U6,MIN_INGRESADAS_D_U1,MIN_INGRESADAS_D_U3,MIN_INGRESADAS_D_U6,MIN_INGRESADAS_U1,MIN_INGRESADAS_U3,MIN_INGRESADAS_U6,PROM_INGRESADAS_D_U1,PROM_INGRESADAS_D_U3,PROM_INGRESADAS_D_U6,PROM_INGRESADAS_U1,PROM_INGRESADAS_U3,PROM_INGRESADAS_U6,DIA_SEMANA_NUM,DIA_SEMANA_DES,TIPOLOGIA,CANT_DIAS_DESP_FACT_MEX_22,CANT_DIAS_DESP_FACT_ISA_10,CANT_DIAS_DESP_FACT_ISA_25,DIA_FACT_MEX_22,DIA_FACT_ISA_10,DIA_FACT_ISA_25
201906,20190914,21275,201904,PREGUNTAS FRECUENTES,29594440,15762880,98246181,4749534,26300017,258366,26380835,13171616,7983174,9139838,390202,45718,797748,11102907,24657,24657,26367,38873,38873,38873,14854,14482,14482,7274,6019,4331,18599,17938,18031,21757,21603,20597,6,Sab,NORMAL,24,4,21,0,0,0
201909,20191230,31613,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,43096,43096,43096,45216,45216,45216,25988,8878,8878,8060,8047,6019,32823,31821,30466,25147,25645,23635,1,Lun,NORMAL,8,21,5,0,0,0
202002,20200508,29741,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,33221,37284,37284,42330,45016,45216,22667,22667,13779,8532,4246,4246,26138,26980,26395,24998,23895,24574,5,Vie,NORMAL,17,29,14,0,1,0
202003,20200602,55548,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,45354,45354,45354,46584,46584,46584,28432,25173,14517,8267,4246,4246,36453,30711,29872,29555,25717,25324,2,Mar,COSTADO,12,24,8,0,0,0
202010,20210107,36731,202008,PREGUNTAS FRECUENTES,38927275,25436166,242610485,5844746,19864084,274973,37050874,15224357,5606085,10691461,375682,46366,901104,11079282,44489,44489,51367,44489,49175,55548,28494,28013,28013,4937,4937,3347,33498,35542,37078,29030,30831,31973,4,Jue,NORMAL,17,29,14,0,0,0
202012,20210303,36582,202010,PREGUNTAS FRECUENTES,32110250,20081004,200196957,3714111,13846029,174471,26810840,12101639,4535405,10986069,372159,46123,920737,10991341,42153,42153,46774,44381,46040,49175,32443,30840,28912,3138,47,47,37945,35075,36917,31187,29884,30935,3,Mie,NORMAL,9,22,6,0,0,0
202102,20210524,33667,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,40139,44799,46040,40139,44799,49175,29125,29125,29125,3698,3138,47,34966,38235,38806,26416,29250,29553,1,Lun,NORMAL,2,15,30,0,0,0
202103,20210619,26251,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,22418,32154,32154,47742,47742,47742,21990,19026,19026,1093,1093,47,22188,24597,25487,27657,28034,28969,6,Sab,NORMAL,29,9,26,0,0,0
202103,20210625,33206,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,31169,34665,41060,47742,47742,47742,26483,7072,3138,1093,1093,47,28637,28699,30196,27657,28034,28969,5,Vie,NORMAL,3,16,0,0,0,1
202107,20211014,31599,202105,PREGUNTAS FRECUENTES,38208438,22016229,231341747,3145736,18101454,295121,44252799,14310581,5471112,11590924,390839,46410,957687,11161890,53594,53594,53594,53594,53594,53594,12438,12438,12438,10851,4741,1093,36666,35592,31791,34117,32087,29030,4,Jue,NORMAL,23,4,20,0,0,0
202108,20211103,42444,202106,PREGUNTAS FRECUENTES,40031318,22614634,232032657,3952760,19086504,320371,49135104,14050721,5237213,11754475,390853,46488,961483,11232845,44494,47545,47545,57793,57793,57793,35880,11271,11271,42,42,42,41003,36715,34971,33707,32712,30069,3,Mie,COSTADO,13,25,9,0,0,0
202108,20211109,35627,202106,PREGUNTAS FRECUENTES,40031318,22614634,232032657,3952760,19086504,320371,49135104,14050721,5237213,11754475,390853,46488,961483,11232845,50797,50797,50797,57793,57793,57793,38380,25610,25306,42,42,42,43327,39462,37192,33707,32712,30069,2,Mar,NORMAL,19,32,16,0,0,0
201707,20171004,27181,201705,PREGUNTAS FRECUENTES,18962956,17639908,27046262,4217649,21606778,204429,14140625,10683078,8661919,7221429,372910,35205,702648,10226720,17880,22575,29996,22635,28136,30178,14221,14221,14221,2906,1956,1956,15686,17182,19141,13827,14814,15888,3,Mie,NORMAL,13,25,9,0,0,0
201708,20171117,23403,201706,PREGUNTAS FRECUENTES,20013203,18525878,31795880,4676608,22462921,212273,15107971,10862897,8808583,7273233,372784,35469,706300,11299317,18978,20724,24043,20288,24665,30178,14350,8506,5595,5129,1956,1956,15796,15782,16264,14334,14297,15544,5,Vie,NORMAL,27,7,24,0,0,0
201709,20171226,18727,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,19578,20288,28136,23669,23669,30178,15071,12675,12675,6978,2906,1956,17767,16737,18429,16595,14901,15390,2,Mar,EFECTO F,4,17,1,0,0,0
201710,20180103,22288,201708,PREGUNTAS FRECUENTES,21468232,18752584,39790301,6083251,26226573,274089,17692483,11757880,8856169,7434840,372670,35784,715130,11258146,27181,27181,27181,52376,52376,52376,18332,10844,10844,3825,3825,1956,21776,18017,17599,20092,17012,15913,3,Mie,COSTADO,13,25,9,0,0,0
201710,20180110,17336,201708,PREGUNTAS FRECUENTES,21468232,18752584,39790301,6083251,26226573,274089,17692483,11757880,8856169,7434840,372670,35784,715130,11258146,27181,27181,27181,52376,52376,52376,18332,10844,10844,3825,3825,1956,21776,18017,17599,20092,17012,15913,3,Mie,NORMAL,20,0,17,0,1,0
201804,20180723,21209,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,31540,31540,31540,31540,31540,31540,18620,17315,3561,1037,1037,1037,24884,22311,20602,17631,17278,17202,1,Lun,NORMAL,1,14,29,0,0,0
201809,20181211,23284,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,30091,33003,33945,31032,33618,37631,20640,19253,160,7020,6277,160,23558,23840,22544,19713,19694,19327,2,Mar,NORMAL,20,1,17,0,0,0
201902,20190524,19248,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,26509,26509,29615,30789,37125,37125,18298,18298,18298,7540,4237,0,21300,21779,22759,19261,19810,19929,5,Vie,NORMAL,2,15,30,0,0,1
201912,20200313,28333,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,29481,34993,35792,45016,45016,45216,24976,13779,13779,5048,5048,5048,27454,26324,26742,24205,24934,25290,5,Vie,NORMAL,21,3,18,0,0,0
202002,20200506,33470,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,34137,35218,39761,42330,45016,45216,24801,4246,4246,8532,4246,4246,28172,24539,26928,24998,23895,24574,3,Mie,NORMAL,15,27,12,0,0,0
202002,20200522,37355,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,33221,37284,37284,42330,45016,45216,22667,22667,13779,8532,4246,4246,26138,26980,26395,24998,23895,24574,5,Vie,NORMAL,0,13,28,1,0,0
202002,20200526,38748,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,29769,35996,45216,42330,45016,45216,25257,17437,14517,8532,4246,4246,28014,26912,28926,24998,23895,24574,2,Mar,NORMAL,4,17,1,0,0,0
202006,20200911,30797,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,45093,47829,47829,55548,55548,55548,37616,9036,9036,4383,3347,3347,40324,34425,31208,36850,31133,28425,5,Vie,NORMAL,21,1,18,0,0,0
202012,20210327,22222,202010,PREGUNTAS FRECUENTES,32110250,20081004,200196957,3714111,13846029,174471,26810840,12101639,4535405,10986069,372159,46123,920737,10991341,30259,30371,31662,44381,46040,49175,27199,21140,20730,3138,47,47,28456,26376,25687,31187,29884,30935,6,Sab,NORMAL,5,18,2,0,0,0
202102,20210514,45075,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,33555,38035,44944,40139,44799,49175,25495,3138,3138,3698,3138,47,29517,28513,31080,26416,29250,29553,5,Vie,PICO,23,4,20,0,0,0
202011,20210224,26038,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,37488,46774,49721,46040,49175,55548,31096,28912,28912,47,47,47,34920,35218,37335,29421,29853,31862,3,Mie,NORMAL,2,15,32,0,0,0
202104,20210716,37169,202102,PREGUNTAS FRECUENTES,35997313,23947585,226413957,4083574,16772313,222938,37297281,13167227,5199012,11280358,391579,46205,943029,11162939,31513,33555,38035,42615,47742,47742,11843,11843,3138,3224,1093,47,24924,27479,28535,23717,25938,28088,5,Vie,COSTADO,25,6,22,0,0,0
202107,20211012,37347,202105,PREGUNTAS FRECUENTES,38208438,22016229,231341747,3145736,18101454,295121,44252799,14310581,5471112,11590924,390839,46410,957687,11161890,45939,48273,48273,53594,53594,53594,36628,25610,25306,10851,4741,1093,39643,38513,35620,34117,32087,29030,2,Mar,NORMAL,21,2,18,0,0,0
202109,20211218,17191,202107,PREGUNTAS FRECUENTES,39576230,28276894,239503185,3563876,18727119,298444,49819879,15024724,5555723,11755570,394459,46599,971550,11365933,27665,48195,48195,53274,57793,57793,18715,18715,17359,65,42,42,21390,28261,26087,27135,31447,29992,6,Sab,NORMAL,27,8,24,0,0,0
201706,20170901,17702,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,20724,20724,24043,24665,30178,30178,14016,5595,5595,1956,1956,1956,17382,16250,16938,14744,15886,16133,5,Vie,PICO,11,23,7,0,0,0
201709,20171230,18861,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,22026,22026,23198,23669,23669,30178,14315,6698,6698,6978,2906,1956,16354,13873,13963,16595,14901,15390,6,Sab,PICO,8,21,5,0,0,0
201805,20180828,21100,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,33945,33945,33945,37631,37631,37631,160,160,160,160,160,160,19796,20032,19966,19753,18217,17590,2,Mar,NORMAL,6,19,3,0,0,0
202008,20201121,24892,202006,PREGUNTAS FRECUENTES,36320523,25292269,208994128,4904237,16802768,218015,28572522,13047454,5225646,10434334,372966,46359,878186,11008988,31662,34075,43882,45943,55548,55548,22283,22283,18459,5494,4383,3347,25998,27217,27015,32336,33849,31293,6,Sab,NORMAL,32,12,28,0,0,0
202009,20201216,41426,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,46774,46774,49721,49175,49175,55548,28912,28912,26639,5002,5002,3347,38317,38627,36974,31135,31986,31562,3,Mie,NORMAL,25,6,22,0,0,0
202009,20201228,40915,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,45069,45801,52157,49175,49175,55548,34804,34804,31186,5002,5002,3347,39393,41161,40406,31135,31986,31562,1,Lun,NORMAL,6,19,3,0,0,0
202101,20210429,26611,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,36731,40055,44489,44799,46040,49175,33900,22058,22058,5315,47,47,34762,33702,34622,29872,30168,30499,4,Jue,NORMAL,7,20,4,0,0,0
202102,20210505,43817,202012,PREGUNTAS FRECUENTES,34233414,21550565,221041008,3430988,15259420,209935,33122488,12603714,4939701,11077526,391246,46116,930256,11167196,35971,42153,46774,40139,44799,49175,26038,26038,26038,3698,3138,47,30590,35063,35140,26416,29250,29553,3,Mie,NORMAL,14,26,11,0,0,0
202103,20210609,28517,202101,PREGUNTAS FRECUENTES,36513011,23838905,252559287,3321040,17154355,239341,40998423,13111701,5317583,11192369,391470,46142,937141,11156369,43191,43191,43191,47742,47742,47742,27695,26038,26038,1093,1093,47,33541,33369,34222,27657,28034,28969,3,Mie,NORMAL,19,32,16,0,0,0
202104,20210723,31340,202102,PREGUNTAS FRECUENTES,35997313,23947585,226413957,4083574,16772313,222938,37297281,13167227,5199012,11280358,391579,46205,943029,11162939,31513,33555,38035,42615,47742,47742,11843,11843,3138,3224,1093,47,24924,27479,28535,23717,25938,28088,5,Vie,NORMAL,1,14,29,0,0,1
202109,20211224,16756,202107,PREGUNTAS FRECUENTES,39576230,28276894,239503185,3563876,18727119,298444,49819879,15024724,5555723,11755570,394459,46599,971550,11365933,42088,46949,46949,53274,57793,57793,24504,24504,11843,65,42,42,29843,35817,32868,27135,31447,29992,5,Vie,NORMAL,2,15,30,0,0,1
201706,20170913,17225,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,17628,27942,29996,24665,30178,30178,15393,14375,14375,1956,1956,1956,16662,19223,19346,14744,15886,16133,3,Mie,NORMAL,23,3,20,0,0,0
201706,20170921,19871,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,24665,24665,24665,24665,30178,30178,9998,9998,8579,1956,1956,1956,16053,16204,17051,14744,15886,16133,4,Jue,NORMAL,32,12,28,0,0,0
201706,20170927,16148,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,17628,27942,29996,24665,30178,30178,15393,14375,14375,1956,1956,1956,16662,19223,19346,14744,15886,16133,3,Mie,NORMAL,5,18,2,0,0,0
201709,20171211,23764,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,20971,22635,30178,23669,23669,30178,16985,11548,8375,6978,2906,1956,18870,18085,18783,16595,14901,15390,1,Lun,NORMAL,20,1,17,0,0,0
201805,20180827,20482,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,28953,31540,31540,37631,37631,37631,23900,18620,3561,160,160,160,25496,24130,21143,19753,18217,17590,1,Lun,NORMAL,5,18,2,0,0,0
201805,20180830,12494,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,26973,26973,26973,37631,37631,37631,17076,13152,13152,160,160,160,22888,20269,19567,19753,18217,17590,4,Jue,FERIADO,8,21,5,0,0,0
201807,20181029,22623,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,33618,33618,33618,33618,37631,37631,21209,21209,17315,6277,160,160,26566,25393,23852,20592,19939,18631,1,Lun,NORMAL,7,20,4,0,0,0
201810,20190108,20383,201808,PREGUNTAS FRECUENTES,28057595,19415543,73532752,6079941,29068673,283652,23232061,12810714,8486615,8393487,408753,40444,758542,11134239,31564,31564,33945,36394,36394,37631,0,0,0,0,0,0,20338,21469,22397,18845,19105,19522,2,Mar,NORMAL,18,30,15,0,0,0
201903,20190615,17245,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,26367,26367,26750,37670,37670,37670,15226,15108,14990,7253,4331,0,19467,18123,18437,20085,19580,19992,6,Sab,COSTADO,25,5,22,0,0,0
201904,20190706,21928,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,17240,26367,26750,34108,37670,37670,14482,14482,14482,6019,6019,4237,16038,17675,18319,20319,19905,20242,6,Sab,NORMAL,15,27,12,0,0,0
201904,20190716,34473,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,33159,33159,33159,34108,37670,37670,21404,19503,4237,6019,6019,4237,26819,24024,22153,20319,19905,20242,2,Mar,COSTADO,25,6,22,0,0,0
201904,20190727,16933,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,17240,26367,26750,34108,37670,37670,14482,14482,14482,6019,6019,4237,16038,17675,18319,20319,19905,20242,6,Sab,NORMAL,5,18,2,0,0,0
201906,20190918,26868,201904,PREGUNTAS FRECUENTES,29594440,15762880,98246181,4749534,26300017,258366,26380835,13171616,7983174,9139838,390202,45718,797748,11102907,30955,30955,32757,38873,38873,38873,18779,14019,14019,7274,6019,4331,25578,23970,22889,21757,21603,20597,3,Mie,NORMAL,28,8,25,0,0,0
201907,20191024,22786,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,26479,33709,33709,40878,40878,40878,23288,19845,12205,8047,6935,6019,24476,24948,22418,24918,23139,21549,4,Jue,NORMAL,2,15,30,0,0,0
202001,20200401,26639,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,30558,35218,39761,37284,45016,45216,4246,4246,4246,4246,4246,4246,21713,25008,26948,22552,24285,24891,3,Mie,PICO,11,23,7,0,0,0
201811,20190222,18298,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,29615,29615,30210,32369,36394,36394,22956,19221,13322,7793,0,0,27396,23664,22200,21626,20048,19828,5,Vie,NORMAL,0,13,29,1,0,0
201908,20191116,25977,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,31315,31315,31315,40958,40958,40958,21439,14854,14482,8889,7274,6019,25162,21183,19781,26856,24540,22791,6,Sab,COSTADO,26,6,23,0,0,0
201908,20191129,29759,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,35792,35792,37670,40958,40958,40958,19283,19283,6019,8889,7274,6019,28240,26596,24650,26856,24540,22791,5,Vie,PICO,7,20,4,0,0,0
201909,20191207,20832,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,26760,31315,31315,45216,45216,45216,18262,16910,14482,8060,8047,6019,22037,22439,20189,25147,25645,23635,6,Sab,NORMAL,16,28,13,0,0,0
201909,20191225,5048,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,39761,39761,39761,45216,45216,45216,23938,23938,14019,8060,8047,6019,28718,28643,26306,25147,25645,23635,3,Mie,FERIADO,3,16,0,0,0,1
202004,20200710,36240,202002,PREGUNTAS FRECUENTES,28324311,32333849,186781594,5434655,12772092,184028,18273680,10812454,3549167,10055562,374337,46120,844237,10947968,39611,39611,39611,39611,46584,46584,9036,9036,9036,5401,5401,4246,26489,27787,27305,26420,27042,25648,5,Vie,NORMAL,19,0,16,0,1,0
202006,20200908,37724,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,55548,55548,55548,55548,55548,55548,39535,30463,25173,4383,3347,3347,45964,38705,34708,36850,31133,28425,2,Mar,NORMAL,18,30,15,0,0,0
202006,20200919,20730,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,34075,43882,43882,55548,55548,55548,24757,18459,17634,4383,3347,3347,30389,27541,26000,36850,31133,28425,6,Sab,NORMAL,29,9,26,0,0,0
202006,20200930,39618,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,49721,49721,49721,55548,55548,55548,36354,26639,4246,4383,3347,3347,40925,35195,31055,36850,31133,28425,3,Mie,PICO,8,21,5,0,0,0
202007,20201010,23459,202005,PREGUNTAS FRECUENTES,32615672,24685309,200631965,3902954,14247866,186105,25023972,11909075,4691790,10314135,372852,46270,866798,11006459,29426,43882,43882,46242,55548,55548,22449,18459,17634,8484,3347,3347,25570,27713,26630,32458,33116,30112,6,Sab,NORMAL,19,0,16,0,0,0
202101,20210423,28684,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,34665,38035,44944,44799,46040,49175,7072,3138,3138,5315,47,47,28095,29591,32116,29872,30168,30499,5,Vie,NORMAL,1,14,30,0,0,1
202101,20210426,30655,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,44799,46040,46040,44799,46040,49175,36614,33958,33958,5315,47,47,40594,40009,40173,29872,30168,30499,1,Lun,NORMAL,4,17,1,0,0,0
202106,20210907,36367,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,47708,48273,48273,47708,48273,48273,25610,25306,25306,4961,3224,1093,36225,35354,35315,30590,28680,28359,2,Mar,NORMAL,17,29,14,0,0,0
201706,20170905,15071,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,19277,28136,28136,24665,30178,30178,15387,15387,14725,1956,1956,1956,17269,20121,19782,14744,15886,16133,2,Mar,NORMAL,15,27,12,0,0,0
201803,20180605,24371,201801,PREGUNTAS FRECUENTES,22863548,20928326,46006287,5239835,24745010,213865,17645482,12066962,8833508,7977605,386176,37134,736535,11057991,20398,23538,34148,25432,25977,52376,19118,16773,15467,6973,3593,3561,19581,19747,20616,17248,16745,17624,2,Mar,NORMAL,15,27,12,0,0,0
201805,20180806,21190,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,28953,31540,31540,37631,37631,37631,23900,18620,3561,160,160,160,25496,24130,21143,19753,18217,17590,1,Lun,NORMAL,16,28,13,0,0,0
201805,20180831,30210,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,24162,24162,31150,37631,37631,37631,17547,6973,6973,160,160,160,21529,19059,19327,19753,18217,17590,5,Vie,EFECTO F,9,22,6,0,0,0
201809,20181220,18613,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,20545,24401,26973,31032,33618,37631,18039,12494,12494,7020,6277,160,19529,20128,20773,19713,19694,19327,4,Jue,NORMAL,29,11,26,0,0,0
201707,20171002,52376,201705,PREGUNTAS FRECUENTES,18962956,17639908,27046262,4217649,21606778,204429,14140625,10683078,8661919,7221429,372910,35205,702648,10226720,22635,23466,30178,22635,28136,30178,11548,8375,8375,2906,1956,1956,17847,17272,19664,13827,14814,15888,1,Lun,PICO,11,23,7,0,0,0
201709,20171223,17231,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,22026,22026,23198,23669,23669,30178,14315,6698,6698,6978,2906,1956,16354,13873,13963,16595,14901,15390,6,Sab,NORMAL,1,14,29,0,0,0
201802,20180531,24783,201712,PREGUNTAS FRECUENTES,20511422,19673961,42398553,5067666,24675894,209105,17087701,10951420,8421885,7709360,386167,36873,726669,11256419,21866,23018,26234,25977,31150,52376,16518,15429,13796,4847,3561,3561,19058,18749,19029,16932,16950,17517,4,Jue,PICO,9,22,6,0,0,0
201804,20180703,33003,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,26496,26496,26496,31540,31540,31540,17661,17661,16773,1037,1037,1037,20779,19936,20115,17631,17278,17202,2,Mar,COSTADO,12,24,8,0,0,0
201810,20190131,27633,201808,PREGUNTAS FRECUENTES,28057595,19415543,73532752,6079941,29068673,283652,23232061,12810714,8486615,8393487,408753,40444,758542,11134239,22287,24401,26973,36394,36394,37631,18597,12494,12494,0,0,0,20719,19590,20987,18845,19105,19522,4,Jue,PICO,9,22,6,0,0,0
201902,20190518,19187,201812,PREGUNTAS FRECUENTES,27353626,13247617,78946632,4780061,25296041,221998,23000336,12082153,8197638,8745664,412923,45252,777890,11158320,19583,26750,26750,30789,37125,37125,15108,15108,14824,7540,4237,0,17071,18704,18323,19261,19810,19929,6,Sab,NORMAL,27,8,24,0,0,0
201908,20191128,25825,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,38350,38350,38350,40958,40958,40958,23568,21831,12205,8889,7274,6019,30730,26785,24192,26856,24540,22791,4,Jue,NORMAL,6,19,3,0,0,0
201911,20200211,27863,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,40248,45216,45216,44997,45216,45216,30041,14517,14517,10021,8060,7274,33149,30940,30293,26158,25253,24894,2,Mar,NORMAL,21,1,18,0,0,0
